File,Filename,Aktion,Altersgruppe,Antwort,Bezirk,DSGVO-Basis,Fahrzeit ab Hellmonsodt,Follow-up,Gemeinde,Gesendet am,Kapazitaet,Kategorie,Kontakt-Email,Kurzbeschreibung,Notizen,Nr.,Organisation,Programmname,Region,Stadt/Ort,Status,Tier,Typ,Warum relevant,Warum sie zahlen wuerden,Website,Website/URL
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:40,,,,,Schullandwochen-Quartier,info@jgh-steiner.com,"Familienbetrieb, 4500m2 Gelaende, Schulwochen, Gruppenaktivitaeten, nahe Ski Amade",,14,Jugendgaestehaus Steiner,,Salzburg Land,Eben im Pongau,Ausstehend,,,,,jgh-steiner.com,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:45,,,,,Jugendbildungsstaette,office@jugendbildungsstaette.org,"Erlebnis- und Umweltpaedagogik, Schulklassen, Seminarraeume, 100+ Betten",,15,Jugendbildungsstaette Waldmuenchen,,Bayern,Waldmuenchen,Ausstehend,,,,,jugendbildungsstaette.org,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Bildungshaus (Kloster),info@akademiegeras.at,"Praemonstratenser-Stift, Natur-Bildung, Kraeuter+Ernaehrung, Seminarraeume, Gaestezimmer",,16,Stift Geras - Akademie Geras,,Waldviertel/NOe,Geras,Ausstehend,,,,,akademiegeras.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:25,,,,,Bauernhof-Paedagogik,office@biobauer-bruckner.at,"Schule am Bauernhof, 850m Seehoehe, Tiere+Felder+Wald, Schulklassen",,17,Biobauernhof Hipp-Bruckner,,Waldviertel/NOe,Karlstift,Ausstehend,,,,,biobauer-bruckner.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Kloster/Stift + Bildung,museumswerkstatt@stiftadmont.at,"Aeltestes Stift Steiermarks, Jugend-Workshops (6-14J), Museumswerkstatt, am NP Gesaeuse",,18,Stift Admont - Museumswerkstatt,,Steiermark,Admont,Ausstehend,,,,,stiftadmont.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:45,,,,,Tagungshaus/Seminarhaus,info@haus-bayerischer-wald.de,"190 Betten, 5 Tagungsraeume, Jugendcenter, Mini-Club, Oeko-Region Lamer Winkel",,19,Kolping Tagungshaus Bayerischer Wald,,Bayern,Lam,Ausstehend,,,,,kolping-tagungshaeuser.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,Bildungshaus/Geistl. Zentrum,info@geistliches-zentrum.at,"85 Zimmer, Vortragssaal (100 Pers.), Seminarraeume, Gruppenarbeit, Pinzgau",,20,Geistliches Zentrum Embach,,Salzburg Land,Embach/Lend,Ausstehend,,,,,geistliches-zentrum.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Schullandheim/Naturhotel,office@hotel-kassegg.at,"Schulprojekttage 3-5 Tage, NP-Ranger-Programme, Natur+Geologie, nahe Gesaeuse",,21,Naturhotel Schloss Kassegg,,Steiermark,St. Gallen (Stmk),Ausstehend,,,,,hotel-kassegg.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:40,,,,,Schullandheim/Gruppenhaus,naturparkresort@eisenwurzen.com,"Umgebaute Schule, 4 Apartments, Gruppenunterkuenfte, am NP Gesaeuse+Eisenwurzen",,22,NaturparkResort Alte Schule,,Steiermark,Hieflau,Ausstehend,,,,,eisenwurzen.com/naturparkresort-gesaeuse,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Schullandwochen-Betreiber,office@youngaustria.com,"Betreiber mehrerer Jugendhotels, Sommer-Sportwochen, Schulwochen, professionelle Programme",,23,Young Austria Erlebnisgaestehaeuser,,Salzburg Land,Salzburg,Ausstehend,,,,,youngaustria.com,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:20,,,,,Plattform/Schullandwochen,info@mostviertel.at,"Buchungsplattform Schullandwochen Mostviertel, verschiedene Unterkuenfte+Programme",,24,Mostviertel Tourismus - Schullandwochen,,Waldviertel/NOe,Scheibbs,Ausstehend,,,,,mostviertel.at/schullandwochen,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Jugendorganisation,landjugend@lk-salzburg.at,"Groesste Jugendorg. Salzburgs, 68 Bezirksvereine, Bildungsprogramme, Camps, Veranstaltungen",,25,Landjugend Salzburg,,Salzburg Land,Salzburg,Ausstehend,,,,,sbg.landjugend.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Jugendorganisation,noe@landjugend.at,"Laendliche Jugendarbeit NOe, Bildungsprogramme, Camps, Schulungen, Waldviertel-Bezirke",,26,Landjugend Niederoesterreich,,Waldviertel/NOe,St. Poelten,Ausstehend,,,,,noe.landjugend.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Kreisjugendring,post@kjr-regen.de,"Oeffentl.-rechtl. Koerperschaft, Jugendbildung, Freizeit, Praevention, Bayerischer Wald",,27,Kreisjugendring Regen,,Bayern,Viechtach,Ausstehend,,,,,kjr-regen.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,Ferienpass Gemeinde,gde@eisenerz.at,"30 Jahre Ferienpass, 60+ Events, 39 Veranstalter, 1389 Teilnehmer/Jahr, Sport+Kreativ+Natur",,28,Stadtgemeinde Eisenerz - Ferienpass,,Steiermark,Eisenerz,Ausstehend,,,,,eisenerz.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,Ferienpass Gemeinde/Landkreis,jugendamt@rottal-inn.de,"Landkreis-Ferienprogramm, Naturtage mit BUND, mobiles Spielprogramm 14 Gemeinden, 350+ Kinder",,29,Landratsamt Rottal-Inn Jugendamt,,Bayern,Pfarrkirchen,Ausstehend,,,,,rottal-inn.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:45,,,,,Ferienpass Gemeinde,poststelle@iggensbach.bayern.de,"Kinderferienprogramm, Bayerischer Wald, Gemeinde-Kooperation mit Vereinen",,30,Gemeinde Iggensbach - Ferienprogramm,,Bayern,Iggensbach,Ausstehend,,,,,iggensbach.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:45,,,,,Ferienpass Gemeinde,marktgemeinde@bad-hofgastein.salzburg.at,"Ferienkalender+Ferienbetreuung, Volksschule, Gasteinertal, 6+ Jahre",,31,Marktgemeinde Bad Hofgastein - Ferienprogramm,,Salzburg Land,Bad Hofgastein,Ausstehend,,,,,badhofgastein.salzburg.at,
